"","date","Country","ISO3","confirmed","death","confirmed_cum","death_cum","confirmed_cum_lag_01","death_cum_lag_01","confirmed_cum_lag_02","death_cum_lag_02","confirmed_cum_lag_03","death_cum_lag_03","confirmed_cum_lag_04","death_cum_lag_04","confirmed_cum_lag_05","death_cum_lag_05","confirmed_cum_lag_06","death_cum_lag_06","confirmed_cum_lag_07","death_cum_lag_07","confirmed_cum_lag_08","death_cum_lag_08","confirmed_cum_lag_09","death_cum_lag_09","confirmed_cum_lag_10","death_cum_lag_10","confirmed_cum_lag_11","death_cum_lag_11","confirmed_cum_lag_12","death_cum_lag_12","confirmed_cum_lag_13","death_cum_lag_13","confirmed_cum_lag_14","death_cum_lag_14","confirmed_cum_lag_15","death_cum_lag_15","confirmed_cum_lag_16","death_cum_lag_16","confirmed_cum_lag_17","death_cum_lag_17","confirmed_cum_lag_18","death_cum_lag_18","confirmed_cum_lag_19","death_cum_lag_19","confirmed_cum_lag_20","death_cum_lag_20"
"2527",2020-03-18,"Russia","RUS",33,0,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0
"2528",2020-03-19,"Russia","RUS",52,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0
"2529",2020-03-20,"Russia","RUS",54,0,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0,3,0,2,0,2,0
"2530",2020-03-21,"Russia","RUS",53,0,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0,3,0,2,0
"2531",2020-03-22,"Russia","RUS",61,0,367,1,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0,3,0
"2532",2020-03-23,"Russia","RUS",71,0,438,1,367,1,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0,3,0
"2533",2020-03-24,"Russia","RUS",57,0,495,1,438,1,367,1,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0,3,0
"2534",2020-03-25,"Russia","RUS",163,2,658,3,495,1,438,1,367,1,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0,4,0
"2535",2020-03-26,"Russia","RUS",182,0,840,3,658,3,495,1,438,1,367,1,306,1,253,1,199,1,147,0,114,0,90,0,63,0,59,0,45,0,28,0,20,0,20,0,17,0,17,0,13,0,13,0
"2536",2020-01-22,"Iceland","ISL",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",2020-01-23,"Iceland","ISL",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538",2020-01-24,"Iceland","ISL",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539",2020-01-25,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540",2020-01-26,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541",2020-01-27,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542",2020-01-28,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543",2020-01-29,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544",2020-01-30,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545",2020-01-31,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546",2020-02-01,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",2020-02-02,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",2020-02-03,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",2020-02-04,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550",2020-02-05,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551",2020-02-06,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552",2020-02-07,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2553",2020-02-08,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"2554",2020-02-09,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"2555",2020-02-10,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"2556",2020-02-11,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2557",2020-02-12,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2558",2020-02-13,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2559",2020-02-14,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2560",2020-02-15,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2561",2020-02-16,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2562",2020-02-17,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2563",2020-02-18,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564",2020-02-19,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2565",2020-02-20,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566",2020-02-21,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2567",2020-02-22,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2568",2020-02-23,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2569",2020-02-24,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2570",2020-02-25,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2571",2020-02-26,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572",2020-02-27,"Iceland","ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573",2020-02-28,"Iceland","ISL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2574",2020-02-29,"Iceland","ISL",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2575",2020-03-01,"Iceland","ISL",2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2576",2020-03-02,"Iceland","ISL",3,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577",2020-03-03,"Iceland","ISL",5,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2578",2020-03-04,"Iceland","ISL",15,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579",2020-03-05,"Iceland","ISL",8,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580",2020-03-06,"Iceland","ISL",9,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581",2020-03-07,"Iceland","ISL",7,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582",2020-03-08,"Iceland","ISL",0,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",2020-03-09,"Iceland","ISL",8,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2584",2020-03-10,"Iceland","ISL",11,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585",2020-03-11,"Iceland","ISL",16,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2586",2020-03-12,"Iceland","ISL",18,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587",2020-03-13,"Iceland","ISL",31,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588",2020-03-14,"Iceland","ISL",22,0,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2589",2020-03-15,"Iceland","ISL",15,5,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
"2590",2020-03-16,"Iceland","ISL",9,-5,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0
"2591",2020-03-17,"Iceland","ISL",40,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0,0,0
"2592",2020-03-18,"Iceland","ISL",30,0,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0,0,0
"2593",2020-03-19,"Iceland","ISL",80,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0,1,0
"2594",2020-03-20,"Iceland","ISL",79,-1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0,1,0
"2595",2020-03-21,"Iceland","ISL",64,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0,3,0
"2596",2020-03-22,"Iceland","ISL",95,0,568,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0,6,0
"2597",2020-03-23,"Iceland","ISL",20,0,588,1,568,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0,11,0
"2598",2020-03-24,"Iceland","ISL",60,1,648,2,588,1,568,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0,26,0
"2599",2020-03-25,"Iceland","ISL",89,0,737,2,648,2,588,1,568,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0,34,0
"2600",2020-03-26,"Iceland","ISL",65,0,802,2,737,2,648,2,588,1,568,1,473,1,409,0,330,1,250,1,220,1,180,0,171,5,156,0,134,0,103,0,85,0,69,0,58,0,50,0,50,0,43,0
"2601",2020-01-22,"India","IND",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",2020-01-23,"India","IND",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603",2020-01-24,"India","IND",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604",2020-01-25,"India","IND",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605",2020-01-26,"India","IND",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606",2020-01-27,"India","IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607",2020-01-28,"India","IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608",2020-01-29,"India","IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609",2020-01-30,"India","IND",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",2020-01-31,"India","IND",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611",2020-02-01,"India","IND",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612",2020-02-02,"India","IND",1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",2020-02-03,"India","IND",1,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2614",2020-02-04,"India","IND",0,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615",2020-02-05,"India","IND",0,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2616",2020-02-06,"India","IND",0,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617",2020-02-07,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2618",2020-02-08,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"2619",2020-02-09,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"2620",2020-02-10,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"2621",2020-02-11,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2622",2020-02-12,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2623",2020-02-13,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2624",2020-02-14,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2625",2020-02-15,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"2626",2020-02-16,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0
"2627",2020-02-17,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0
"2628",2020-02-18,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0,0,0
"2629",2020-02-19,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0,1,0
"2630",2020-02-20,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0,1,0
"2631",2020-02-21,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0
"2632",2020-02-22,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0
"2633",2020-02-23,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2634",2020-02-24,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2635",2020-02-25,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2636",2020-02-26,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2637",2020-02-27,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2638",2020-02-28,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2639",2020-02-29,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2640",2020-03-01,"India","IND",0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2641",2020-03-02,"India","IND",2,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2642",2020-03-03,"India","IND",0,0,5,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
"2643",2020-03-04,"India","IND",23,0,28,0,5,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
