"","date","Country","ISO3","confirmed","death","recovered","confirmed_cum","death_cum","recovered_cum","confirmed_confirmed_cum_lag_01","death_confirmed_cum_lag_01","recovered_confirmed_cum_lag_01","confirmed_confirmed_cum_lag_02","death_confirmed_cum_lag_02","recovered_confirmed_cum_lag_02","confirmed_confirmed_cum_lag_03","death_confirmed_cum_lag_03","recovered_confirmed_cum_lag_03","confirmed_confirmed_cum_lag_04","death_confirmed_cum_lag_04","recovered_confirmed_cum_lag_04","confirmed_confirmed_cum_lag_05","death_confirmed_cum_lag_05","recovered_confirmed_cum_lag_05","confirmed_confirmed_cum_lag_06","death_confirmed_cum_lag_06","recovered_confirmed_cum_lag_06","confirmed_confirmed_cum_lag_07","death_confirmed_cum_lag_07","recovered_confirmed_cum_lag_07","confirmed_confirmed_cum_lag_08","death_confirmed_cum_lag_08","recovered_confirmed_cum_lag_08","confirmed_confirmed_cum_lag_09","death_confirmed_cum_lag_09","recovered_confirmed_cum_lag_09","confirmed_confirmed_cum_lag_10","death_confirmed_cum_lag_10","recovered_confirmed_cum_lag_10","confirmed_confirmed_cum_lag_11","death_confirmed_cum_lag_11","recovered_confirmed_cum_lag_11","confirmed_confirmed_cum_lag_12","death_confirmed_cum_lag_12","recovered_confirmed_cum_lag_12","confirmed_confirmed_cum_lag_13","death_confirmed_cum_lag_13","recovered_confirmed_cum_lag_13","confirmed_confirmed_cum_lag_14","death_confirmed_cum_lag_14","recovered_confirmed_cum_lag_14","confirmed_confirmed_cum_lag_15","death_confirmed_cum_lag_15","recovered_confirmed_cum_lag_15","confirmed_confirmed_cum_lag_16","death_confirmed_cum_lag_16","recovered_confirmed_cum_lag_16","confirmed_confirmed_cum_lag_17","death_confirmed_cum_lag_17","recovered_confirmed_cum_lag_17","confirmed_confirmed_cum_lag_18","death_confirmed_cum_lag_18","recovered_confirmed_cum_lag_18","confirmed_confirmed_cum_lag_19","death_confirmed_cum_lag_19","recovered_confirmed_cum_lag_19","confirmed_confirmed_cum_lag_20","death_confirmed_cum_lag_20","recovered_confirmed_cum_lag_20","confirmed_confirmed_cum_lag_21","death_confirmed_cum_lag_21","recovered_confirmed_cum_lag_21","confirmed_confirmed_cum_lag_22","death_confirmed_cum_lag_22","recovered_confirmed_cum_lag_22","confirmed_confirmed_cum_lag_23","death_confirmed_cum_lag_23","recovered_confirmed_cum_lag_23","confirmed_confirmed_cum_lag_24","death_confirmed_cum_lag_24","recovered_confirmed_cum_lag_24","confirmed_confirmed_cum_lag_25","death_confirmed_cum_lag_25","recovered_confirmed_cum_lag_25"
"1172",2020-02-03,"Australia","AUS",0,0,0,12,0,2,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173",2020-02-04,"Australia","AUS",1,0,0,13,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",2020-02-05,"Australia","AUS",0,0,0,13,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",2020-02-06,"Australia","AUS",1,0,0,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",2020-02-07,"Australia","AUS",1,0,0,15,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",2020-02-08,"Australia","AUS",0,0,0,15,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",2020-02-09,"Australia","AUS",0,0,0,15,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",2020-02-10,"Australia","AUS",0,0,0,15,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",2020-02-11,"Australia","AUS",0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",2020-02-12,"Australia","AUS",0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182",2020-02-13,"Australia","AUS",0,0,6,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183",2020-02-14,"Australia","AUS",0,0,0,15,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"1184",2020-02-15,"Australia","AUS",0,0,0,15,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1185",2020-02-16,"Australia","AUS",0,0,0,15,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186",2020-02-17,"Australia","AUS",0,0,2,15,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"1187",2020-02-18,"Australia","AUS",0,0,0,15,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
"1188",2020-02-19,"Australia","AUS",0,0,0,15,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0
"1189",2020-02-20,"Australia","AUS",0,0,0,15,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,4,0,0
"1190",2020-02-21,"Australia","AUS",4,0,1,19,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0
"1191",2020-02-22,"Australia","AUS",3,0,0,22,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0
"1192",2020-02-23,"Australia","AUS",0,0,0,22,0,11,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,0
"1193",2020-02-24,"Australia","AUS",0,0,0,22,0,11,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2
"1194",2020-02-25,"Australia","AUS",0,0,0,22,0,11,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1195",2020-02-26,"Australia","AUS",0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"1196",2020-02-27,"Australia","AUS",1,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1197",2020-02-28,"Australia","AUS",0,0,0,23,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1198",2020-02-29,"Australia","AUS",2,0,0,25,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"1199",2020-03-01,"Australia","AUS",2,1,0,27,1,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1200",2020-03-02,"Australia","AUS",3,0,0,30,1,11,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1201",2020-03-03,"Australia","AUS",9,0,0,39,1,11,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1202",2020-03-04,"Australia","AUS",13,1,0,52,2,11,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203",2020-03-05,"Australia","AUS",3,0,10,55,2,21,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1204",2020-03-06,"Australia","AUS",5,0,0,60,2,21,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"1205",2020-03-07,"Australia","AUS",3,0,0,63,2,21,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"1206",2020-03-08,"Australia","AUS",13,1,0,76,3,21,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"1207",2020-03-09,"Australia","AUS",15,0,0,91,3,21,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
"1208",2020-03-10,"Australia","AUS",16,0,0,107,3,21,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1209",2020-03-11,"Australia","AUS",21,0,0,128,3,21,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1210",2020-03-12,"Australia","AUS",0,0,0,128,3,21,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1211",2020-03-13,"Australia","AUS",72,0,2,200,3,23,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1212",2020-03-14,"Australia","AUS",50,0,0,250,3,23,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"1213",2020-03-15,"Australia","AUS",47,0,0,297,3,23,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0
"1214",2020-03-16,"Australia","AUS",80,0,0,377,3,23,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0
"1215",2020-03-17,"Australia","AUS",75,2,0,452,5,23,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1
"1216",2020-03-18,"Australia","AUS",116,1,0,568,6,23,75,2,0,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"1217",2020-03-19,"Australia","AUS",113,0,3,681,6,26,116,1,0,75,2,0,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1218",2020-03-20,"Australia","AUS",110,1,0,791,7,26,113,0,3,116,1,0,75,2,0,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1219",2020-03-21,"Australia","AUS",280,0,0,1071,7,26,110,1,0,113,0,3,116,1,0,75,2,0,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1220",2020-03-22,"Australia","AUS",243,0,62,1314,7,88,280,0,0,110,1,0,113,0,3,116,1,0,75,2,0,80,0,0,47,0,0,50,0,0,72,0,2,0,0,0,21,0,0,16,0,0,15,0,0,13,1,0,3,0,0,5,0,0,3,0,10,13,1,0,9,0,0,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0
"1221",2020-01-22,"Malaysia","MYS",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",2020-01-23,"Malaysia","MYS",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",2020-01-24,"Malaysia","MYS",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",2020-01-25,"Malaysia","MYS",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",2020-01-26,"Malaysia","MYS",1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",2020-01-27,"Malaysia","MYS",0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",2020-01-28,"Malaysia","MYS",0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",2020-01-29,"Malaysia","MYS",3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",2020-01-30,"Malaysia","MYS",1,0,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",2020-01-31,"Malaysia","MYS",0,0,0,8,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",2020-02-01,"Malaysia","MYS",0,0,0,8,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",2020-02-02,"Malaysia","MYS",0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",2020-02-03,"Malaysia","MYS",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",2020-02-04,"Malaysia","MYS",2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
